instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_overlap,ecs_random,ecs_lift,ecs_random_weighted,ecs_lift_weighted,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,ecs_adj,ecs_adj_er,ecs_adj_ep,ecs_adj_rp,ecs_adj_n_components,ecs_adj_complete,n_degenerate_pairs,cf_flip_verified,cf_valid_first_attempt,cf_corrected,ro_self_corrected,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
cad_imdb_dev_000284,cad_imdb,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,2790,1388,973c726ddbbfd9e7,0.043478260869565216,0.391304347826087,0.22727272727272727,0.0,0.0,0.5,0.5,0.9,1.0,0.0,0.0,1.0,0.22038689613847184,0.6,0.8,0.18695652173913044,0.48,0.07689286224420447,0.11006365949492597,0.08002071587685741,0.10693580586227303,0.021739130434782608,0.44565217391304346,4,0.17708394094483415,-0.1015521064301552,0.8852791767894101,-0.2524752475247524,3,True,1,True,True,False,False,negative,True,True,True,True,5,0
cad_imdb_test_000501,cad_imdb,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,4039,2141,ebd4951c603a1d3d,0.05263157894736842,0.2682926829268293,0.10256410256410256,0.06666666666666667,0.0,0.35714285714285715,1.0,0.7857142857142857,0.8,0.5,0.0,1.0,0.34608389961835445,0.0,0.5,0.1489467571367443,0.6571428571428571,0.061243989728654066,0.08770276740809023,0.06181111128272313,0.08713564585402117,0.02631578947368421,0.31271777003484325,4,0.34298599443926076,-0.06310160427807485,0.7476459218525513,0.34441366574330573,3,True,1,True,True,False,False,negative,True,True,True,True,5,0
cad_imdb_dev_000699,cad_imdb,eu.amazon.nova-pro-v1:0,positive,positive,0.95,True,False,3779,1921,e4542f4cd92447dd,0.09375,0.41025641025641024,0.15625,0.08333333333333333,0.3333333333333333,0.21739130434782608,1.0,0.6956521739130435,1.0,0.6666666666666666,0.6666666666666666,1.0,0.28764539056762645,0.19999999999999998,0.6,0.2276128762541806,0.8057971014492754,0.07997537564455916,0.14763750060962144,0.08251863108497624,0.14509424516920438,0.21354166666666666,0.31382385730211815,4,0.6079229758497953,0.5318963451126376,0.6839496065869529,,2,False,2,True,True,False,False,negative,True,True,True,True,5,2
cad_imdb_dev_000531,cad_imdb,eu.amazon.nova-pro-v1:0,positive,negative,0.95,False,False,5998,3139,6d0a18e2e553b3d6,0.034482758620689655,0.11666666666666667,0.07272727272727272,0.0,0.0,0.058823529411764705,0.3333333333333333,0.5384615384615384,0.8,0.0,0.0,0.2,0.10229548218051607,-0.6666666666666669,0.16666666666666657,0.0419945909398242,0.21435897435897436,0.046819444131620265,-0.004824853191796062,0.04629022204120646,-0.004295631101382258,0.017241379310344827,0.08774509803921568,4,0.0023041402318756446,-0.03020824800693339,0.12089371169712586,-0.08377304299456553,3,True,1,True,True,False,False,positive,True,True,True,True,1,0
cad_imdb_dev_000220,cad_imdb,eu.amazon.nova-pro-v1:0,negative,negative,0.95,True,False,1619,706,c831d668eac72d2d,0.4166666666666667,0.5,0.5,0.5,0.5,0.625,0.7142857142857143,0.75,1.0,0.7142857142857143,0.8,1.0,0.47963199712857135,0.19999999999999998,0.6,0.5083333333333334,0.7957142857142857,0.18011475009467612,0.32821858323865727,0.18507466765260824,0.32325866568072514,0.45833333333333337,0.5625,4,0.5746188297934861,0.527007911638146,0.7396067091633816,0.45724186857893084,3,True,0,True,True,False,False,positive,True,True,True,True,5,4
cad_imdb_dev_000284,cad_imdb,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.98,True,False,2955,1108,973c726ddbbfd9e7,0.18181818181818182,0.36363636363636365,0.22727272727272727,0.0,0.0,0.3,1.0,1.0,1.0,0.0,0.0,0.6,0.38403749615246635,0.19999999999999998,0.6,0.1690909090909091,0.52,0.08486961339917812,0.08422129569173098,0.09587776624000692,0.07321314285090218,0.09090909090909091,0.3318181818181818,4,0.3376045783269039,0.4620288449028682,0.7036105895275506,-0.1528256994497072,3,True,0,True,True,False,False,negative,True,True,True,True,3,0
cad_imdb_test_000501,cad_imdb,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,4086,1789,ebd4951c603a1d3d,,,,0.14285714285714285,0.0,0.3333333333333333,,,,1.0,0.0,0.6,,,,0.15873015873015872,0.5333333333333333,0.024309956709956896,0.13442020202020183,,,0.0,0.3333333333333333,2,0.4512888896655474,-0.07575757575757575,0.429624244754218,1.0,3,True,0,True,True,False,False,negative,False,True,True,True,0,0
cad_imdb_dev_000699,cad_imdb,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,1.0,True,False,3894,1739,e4542f4cd92447dd,0.09375,0.45714285714285713,0.15625,0.1,0.3333333333333333,0.2631578947368421,1.0,0.8421052631578947,1.0,0.6666666666666666,0.6666666666666666,1.0,0.4459748341764374,0.19999999999999998,0.6,0.2494768170426065,0.8350877192982455,0.072929376855383,0.1765474401872235,0.08478717655175669,0.1646896404908498,0.21354166666666666,0.3601503759398496,4,0.6241699281917361,0.5318963451126376,0.8261919565737815,0.5144214828887891,3,True,1,True,True,False,False,negative,True,True,True,True,5,2
cad_imdb_dev_000531,cad_imdb,qwen.qwen3-235b-a22b-2507-v1:0,positive,positive,0.95,True,False,6081,2886,6d0a18e2e553b3d6,0.07407407407407407,0.20689655172413793,0.09259259259259259,0.0,0.0,0.3125,1.0,0.75,1.0,0.0,0.0,1.0,0.25076506490558176,0.39999999999999997,0.7,0.1186941251596424,0.55,0.04468172626924069,0.0740123988904017,0.047242671747551514,0.07145145341209089,0.037037037037037035,0.25969827586206895,4,0.20326205694858435,-0.026007695818645784,0.75937920035266,-0.12358533368826116,3,True,1,True,True,False,False,negative,True,True,True,True,5,0
cad_imdb_dev_000220,cad_imdb,qwen.qwen3-235b-a22b-2507-v1:0,negative,negative,0.99,True,False,1720,607,c831d668eac72d2d,0.45454545454545453,0.5454545454545454,0.5,0.625,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.8571428571428571,1.0,0.8333333333333334,1.0,1.0,0.49785699712857134,0.6,0.8,0.6345238095238096,0.9047619047619048,0.16542372974248057,0.46910007978132906,0.2044146447996457,0.43010916472416394,0.6439393939393939,0.6298701298701299,4,0.7791352353655548,0.8252109299918453,0.8439395174202116,0.6682552586846078,3,True,0,True,True,False,False,positive,True,True,True,True,5,5
